,order_details_id,order_id,order_date,order_time,item_id,item_name,category,price,sales_tax,revenue
62,63,24,1/1/23,2025-05-15 14:23:01,101,Hamburger,American,12.95,10.36,23.31
63,64,24,1/1/23,2025-05-15 14:23:01,110,Pork Ramen,Asian,17.95,14.36,32.31
64,65,24,1/1/23,2025-05-15 14:23:01,113,Edamame,Asian,5.0,4.0,9.0
65,66,24,1/1/23,2025-05-15 14:23:01,119,Chicken Torta,Mexican,11.95,9.56,21.509999999999998
66,67,25,1/1/23,2025-05-15 14:44:44,120,Steak Torta,Mexican,13.95,11.16,25.11
67,68,25,1/1/23,2025-05-15 14:44:44,106,French Fries,American,7.0,5.6,12.6
68,69,26,1/1/23,2025-05-15 14:54:26,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
69,70,26,1/1/23,2025-05-15 14:54:26,132,Eggplant Parmesan,Italian,16.95,13.56,30.509999999999998
70,71,27,1/1/23,2025-05-15 15:11:17,101,Hamburger,American,12.95,10.36,23.31
71,72,27,1/1/23,2025-05-15 15:11:17,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
72,73,27,1/1/23,2025-05-15 15:11:17,131,Chicken Parmesan,Italian,17.95,14.36,32.31
73,74,28,1/1/23,2025-05-15 15:35:46,103,Hot Dog,American,9.0,7.2,16.2
74,75,29,1/1/23,2025-05-15 15:41:01,126,Fettuccine Alfredo,Italian,14.5,11.6,26.1
75,76,30,1/1/23,2025-05-15 15:41:25,106,French Fries,American,7.0,5.6,12.6
76,77,31,1/1/23,2025-05-15 15:50:18,129,Mushroom Ravioli,Italian,15.5,12.4,27.9
77,78,31,1/1/23,2025-05-15 15:50:18,113,Edamame,Asian,5.0,4.0,9.0
78,79,32,1/1/23,2025-05-15 15:53:18,107,Orange Chicken,Asian,16.5,13.2,29.7
79,80,32,1/1/23,2025-05-15 15:53:18,126,Fettuccine Alfredo,Italian,14.5,11.6,26.1
80,81,32,1/1/23,2025-05-15 15:53:18,110,Pork Ramen,Asian,17.95,14.36,32.31
81,82,32,1/1/23,2025-05-15 15:53:18,117,Chicken Burrito,Mexican,12.95,10.36,23.31
82,83,33,1/1/23,2025-05-15 15:54:08,101,Hamburger,American,12.95,10.36,23.31
83,84,33,1/1/23,2025-05-15 15:54:08,126,Fettuccine Alfredo,Italian,14.5,11.6,26.1
84,85,34,1/1/23,2025-05-15 16:21:21,114,Potstickers,Asian,9.0,7.2,16.2
85,86,35,1/1/23,2025-05-15 16:32:04,126,Fettuccine Alfredo,Italian,14.5,11.6,26.1
86,87,35,1/1/23,2025-05-15 16:32:04,112,Salmon Roll,Asian,14.95,11.96,26.91
87,88,35,1/1/23,2025-05-15 16:32:04,113,Edamame,Asian,5.0,4.0,9.0
88,89,35,1/1/23,2025-05-15 16:32:04,106,French Fries,American,7.0,5.6,12.6
89,90,36,1/1/23,2025-05-15 16:54:09,101,Hamburger,American,12.95,10.36,23.31
90,91,36,1/1/23,2025-05-15 16:54:09,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
91,92,37,1/1/23,2025-05-15 16:56:09,117,Chicken Burrito,Mexican,12.95,10.36,23.31
92,93,37,1/1/23,2025-05-15 16:56:09,129,Mushroom Ravioli,Italian,15.5,12.4,27.9
93,94,38,1/1/23,2025-05-15 17:03:00,109,Korean Beef Bowl,Asian,17.95,14.36,32.31
94,95,38,1/1/23,2025-05-15 17:03:00,110,Pork Ramen,Asian,17.95,14.36,32.31
95,96,39,1/1/23,2025-05-15 17:07:23,117,Chicken Burrito,Mexican,12.95,10.36,23.31
96,97,40,1/1/23,2025-05-15 17:14:36,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
97,98,40,1/1/23,2025-05-15 17:14:36,105,Mac & Cheese,American,7.0,5.6,12.6
98,99,41,1/1/23,2025-05-15 17:15:20,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
99,100,41,1/1/23,2025-05-15 17:15:20,126,Fettuccine Alfredo,Italian,14.5,11.6,26.1
100,101,42,1/1/23,2025-05-15 17:28:09,107,Orange Chicken,Asian,16.5,13.2,29.7
101,102,42,1/1/23,2025-05-15 17:28:09,124,Spaghetti,Italian,14.5,11.6,26.1
102,103,42,1/1/23,2025-05-15 17:28:09,129,Mushroom Ravioli,Italian,15.5,12.4,27.9
103,104,42,1/1/23,2025-05-15 17:28:09,118,Steak Burrito,Mexican,14.95,11.96,26.91
104,105,43,1/1/23,2025-05-15 17:38:34,103,Hot Dog,American,9.0,7.2,16.2
105,106,43,1/1/23,2025-05-15 17:38:34,117,Chicken Burrito,Mexican,12.95,10.36,23.31
106,107,43,1/1/23,2025-05-15 17:38:34,118,Steak Burrito,Mexican,14.95,11.96,26.91
107,108,44,1/1/23,2025-05-15 17:54:20,130,Shrimp Scampi,Italian,19.95,15.96,35.91
108,109,45,1/1/23,2025-05-15 17:55:48,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
109,110,45,1/1/23,2025-05-15 17:55:48,109,Korean Beef Bowl,Asian,17.95,14.36,32.31
110,111,45,1/1/23,2025-05-15 17:55:48,106,French Fries,American,7.0,5.6,12.6
111,112,46,1/1/23,2025-05-15 18:25:51,104,Veggie Burger,American,10.5,8.4,18.9
112,113,46,1/1/23,2025-05-15 18:25:51,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
113,114,46,1/1/23,2025-05-15 18:25:51,106,French Fries,American,7.0,5.6,12.6
114,115,47,1/1/23,2025-05-15 18:26:34,105,Mac & Cheese,American,7.0,5.6,12.6
115,116,47,1/1/23,2025-05-15 18:26:34,132,Eggplant Parmesan,Italian,16.95,13.56,30.509999999999998
116,117,48,1/1/23,2025-05-15 18:26:42,104,Veggie Burger,American,10.5,8.4,18.9
117,118,48,1/1/23,2025-05-15 18:26:42,126,Fettuccine Alfredo,Italian,14.5,11.6,26.1
118,119,48,1/1/23,2025-05-15 18:26:42,119,Chicken Torta,Mexican,11.95,9.56,21.509999999999998
119,120,48,1/1/23,2025-05-15 18:26:42,122,Chips & Salsa,Mexican,7.0,5.6,12.6
120,121,49,1/1/23,2025-05-15 18:33:00,120,Steak Torta,Mexican,13.95,11.16,25.11
121,123,51,1/1/23,2025-05-15 18:48:28,101,Hamburger,American,12.95,10.36,23.31
122,124,51,1/1/23,2025-05-15 18:48:28,112,Salmon Roll,Asian,14.95,11.96,26.91
123,125,52,1/1/23,2025-05-15 18:53:02,109,Korean Beef Bowl,Asian,17.95,14.36,32.31
124,126,52,1/1/23,2025-05-15 18:53:02,129,Mushroom Ravioli,Italian,15.5,12.4,27.9
125,127,52,1/1/23,2025-05-15 18:53:02,122,Chips & Salsa,Mexican,7.0,5.6,12.6
126,128,53,1/1/23,2025-05-15 18:54:17,112,Salmon Roll,Asian,14.95,11.96,26.91
127,129,53,1/1/23,2025-05-15 18:54:17,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
128,130,54,1/1/23,2025-05-15 19:01:45,119,Chicken Torta,Mexican,11.95,9.56,21.509999999999998
129,131,54,1/1/23,2025-05-15 19:01:45,106,French Fries,American,7.0,5.6,12.6
130,132,55,1/1/23,2025-05-15 19:03:19,118,Steak Burrito,Mexican,14.95,11.96,26.91
131,133,55,1/1/23,2025-05-15 19:03:19,122,Chips & Salsa,Mexican,7.0,5.6,12.6
132,134,56,1/1/23,2025-05-15 19:07:00,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
133,135,56,1/1/23,2025-05-15 19:07:00,128,Cheese Lasagna,Italian,15.5,12.4,27.9
134,136,56,1/1/23,2025-05-15 19:07:00,105,Mac & Cheese,American,7.0,5.6,12.6
135,137,57,1/1/23,2025-05-15 19:10:51,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
136,138,58,1/1/23,2025-05-15 19:30:40,124,Spaghetti,Italian,14.5,11.6,26.1
137,139,58,1/1/23,2025-05-15 19:30:40,113,Edamame,Asian,5.0,4.0,9.0
138,140,59,1/1/23,2025-05-15 19:40:08,127,Meat Lasagna,Italian,17.95,14.36,32.31
139,141,59,1/1/23,2025-05-15 19:40:08,112,Salmon Roll,Asian,14.95,11.96,26.91
140,142,59,1/1/23,2025-05-15 19:40:08,113,Edamame,Asian,5.0,4.0,9.0
141,143,60,1/1/23,2025-05-15 20:05:16,104,Veggie Burger,American,10.5,8.4,18.9
142,144,60,1/1/23,2025-05-15 20:05:16,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
143,145,61,1/1/23,2025-05-15 20:08:43,101,Hamburger,American,12.95,10.36,23.31
144,146,61,1/1/23,2025-05-15 20:08:43,117,Chicken Burrito,Mexican,12.95,10.36,23.31
145,147,62,1/1/23,2025-05-15 20:50:16,101,Hamburger,American,12.95,10.36,23.31
146,148,62,1/1/23,2025-05-15 20:50:16,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
147,149,63,1/1/23,2025-05-15 20:51:42,112,Salmon Roll,Asian,14.95,11.96,26.91
148,150,64,1/1/23,2025-05-15 20:52:08,107,Orange Chicken,Asian,16.5,13.2,29.7
149,151,65,1/1/23,2025-05-15 21:16:00,112,Salmon Roll,Asian,14.95,11.96,26.91
150,152,65,1/1/23,2025-05-15 21:16:00,120,Steak Torta,Mexican,13.95,11.16,25.11
151,153,65,1/1/23,2025-05-15 21:16:00,122,Chips & Salsa,Mexican,7.0,5.6,12.6
152,154,65,1/1/23,2025-05-15 21:16:00,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
153,155,66,1/1/23,2025-05-15 21:47:55,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
154,156,66,1/1/23,2025-05-15 21:47:55,110,Pork Ramen,Asian,17.95,14.36,32.31
155,157,67,1/1/23,2025-05-15 22:03:40,105,Mac & Cheese,American,7.0,5.6,12.6
156,158,68,1/1/23,2025-05-15 22:07:32,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
157,159,68,1/1/23,2025-05-15 22:07:32,117,Chicken Burrito,Mexican,12.95,10.36,23.31
158,160,68,1/1/23,2025-05-15 22:07:32,117,Chicken Burrito,Mexican,12.95,10.36,23.31
159,161,69,1/1/23,2025-05-15 22:12:13,101,Hamburger,American,12.95,10.36,23.31
160,162,70,1/2/23,2025-05-15 11:38:51,127,Meat Lasagna,Italian,17.95,14.36,32.31
161,163,70,1/2/23,2025-05-15 11:38:51,121,Cheese Quesadillas,Mexican,10.5,8.4,18.9
162,164,71,1/2/23,2025-05-15 11:40:50,106,French Fries,American,7.0,5.6,12.6
163,165,72,1/2/23,2025-05-15 11:57:25,131,Chicken Parmesan,Italian,17.95,14.36,32.31
164,166,73,1/2/23,2025-05-15 11:58:56,106,French Fries,American,7.0,5.6,12.6
165,167,74,1/2/23,2025-05-15 12:01:12,124,Spaghetti,Italian,14.5,11.6,26.1
166,168,74,1/2/23,2025-05-15 12:01:12,129,Mushroom Ravioli,Italian,15.5,12.4,27.9
167,169,74,1/2/23,2025-05-15 12:01:12,130,Shrimp Scampi,Italian,19.95,15.96,35.91
168,170,74,1/2/23,2025-05-15 12:01:12,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
169,171,75,1/2/23,2025-05-15 12:10:15,117,Chicken Burrito,Mexican,12.95,10.36,23.31
170,172,75,1/2/23,2025-05-15 12:10:15,128,Cheese Lasagna,Italian,15.5,12.4,27.9
171,173,75,1/2/23,2025-05-15 12:10:15,111,California Roll,Asian,11.95,9.56,21.509999999999998
172,174,76,1/2/23,2025-05-15 12:21:17,107,Orange Chicken,Asian,16.5,13.2,29.7
173,175,76,1/2/23,2025-05-15 12:21:17,109,Korean Beef Bowl,Asian,17.95,14.36,32.31
174,176,76,1/2/23,2025-05-15 12:21:17,127,Meat Lasagna,Italian,17.95,14.36,32.31
175,177,76,1/2/23,2025-05-15 12:21:17,122,Chips & Salsa,Mexican,7.0,5.6,12.6
176,178,77,1/2/23,2025-05-15 12:22:46,101,Hamburger,American,12.95,10.36,23.31
177,179,77,1/2/23,2025-05-15 12:22:46,109,Korean Beef Bowl,Asian,17.95,14.36,32.31
178,180,78,1/2/23,2025-05-15 12:28:14,107,Orange Chicken,Asian,16.5,13.2,29.7
179,181,78,1/2/23,2025-05-15 12:28:14,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
180,182,78,1/2/23,2025-05-15 12:28:14,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
181,183,78,1/2/23,2025-05-15 12:28:14,110,Pork Ramen,Asian,17.95,14.36,32.31
182,184,78,1/2/23,2025-05-15 12:28:14,122,Chips & Salsa,Mexican,7.0,5.6,12.6
183,185,78,1/2/23,2025-05-15 12:28:14,106,French Fries,American,7.0,5.6,12.6
184,186,79,1/2/23,2025-05-15 12:29:11,110,Pork Ramen,Asian,17.95,14.36,32.31
185,187,79,1/2/23,2025-05-15 12:29:11,112,Salmon Roll,Asian,14.95,11.96,26.91
186,188,79,1/2/23,2025-05-15 12:29:11,106,French Fries,American,7.0,5.6,12.6
187,189,80,1/2/23,2025-05-15 12:35:38,113,Edamame,Asian,5.0,4.0,9.0
188,190,80,1/2/23,2025-05-15 12:35:38,106,French Fries,American,7.0,5.6,12.6
189,191,81,1/2/23,2025-05-15 12:40:01,106,French Fries,American,7.0,5.6,12.6
190,192,82,1/2/23,2025-05-15 12:45:51,107,Orange Chicken,Asian,16.5,13.2,29.7
191,193,82,1/2/23,2025-05-15 12:45:51,102,Cheeseburger,American,13.95,11.16,25.11
192,194,82,1/2/23,2025-05-15 12:45:51,122,Chips & Salsa,Mexican,7.0,5.6,12.6
193,195,82,1/2/23,2025-05-15 12:45:51,132,Eggplant Parmesan,Italian,16.95,13.56,30.509999999999998
194,196,83,1/2/23,2025-05-15 12:53:27,105,Mac & Cheese,American,7.0,5.6,12.6
195,197,84,1/2/23,2025-05-15 13:13:41,113,Edamame,Asian,5.0,4.0,9.0
196,198,85,1/2/23,2025-05-15 13:34:49,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
197,199,85,1/2/23,2025-05-15 13:34:49,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
198,200,85,1/2/23,2025-05-15 13:34:49,117,Chicken Burrito,Mexican,12.95,10.36,23.31
199,201,85,1/2/23,2025-05-15 13:34:49,114,Potstickers,Asian,9.0,7.2,16.2
200,202,86,1/2/23,2025-05-15 13:40:31,109,Korean Beef Bowl,Asian,17.95,14.36,32.31
201,203,87,1/2/23,2025-05-15 14:01:02,110,Pork Ramen,Asian,17.95,14.36,32.31
202,204,87,1/2/23,2025-05-15 14:01:02,129,Mushroom Ravioli,Italian,15.5,12.4,27.9
203,205,87,1/2/23,2025-05-15 14:01:02,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
204,206,87,1/2/23,2025-05-15 14:01:02,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
205,207,88,1/2/23,2025-05-15 14:10:08,124,Spaghetti,Italian,14.5,11.6,26.1
206,208,89,1/2/23,2025-05-15 14:30:19,121,Cheese Quesadillas,Mexican,10.5,8.4,18.9
207,209,89,1/2/23,2025-05-15 14:30:19,106,French Fries,American,7.0,5.6,12.6
208,210,90,1/2/23,2025-05-15 15:08:48,120,Steak Torta,Mexican,13.95,11.16,25.11
209,211,90,1/2/23,2025-05-15 15:08:48,106,French Fries,American,7.0,5.6,12.6
210,212,91,1/2/23,2025-05-15 15:14:43,101,Hamburger,American,12.95,10.36,23.31
211,213,91,1/2/23,2025-05-15 15:14:43,104,Veggie Burger,American,10.5,8.4,18.9
212,214,91,1/2/23,2025-05-15 15:14:43,113,Edamame,Asian,5.0,4.0,9.0
213,215,92,1/2/23,2025-05-15 15:17:02,101,Hamburger,American,12.95,10.36,23.31
214,216,92,1/2/23,2025-05-15 15:17:02,117,Chicken Burrito,Mexican,12.95,10.36,23.31
215,217,92,1/2/23,2025-05-15 15:17:02,117,Chicken Burrito,Mexican,12.95,10.36,23.31
216,218,92,1/2/23,2025-05-15 15:17:02,127,Meat Lasagna,Italian,17.95,14.36,32.31
217,219,92,1/2/23,2025-05-15 15:17:02,113,Edamame,Asian,5.0,4.0,9.0
218,220,92,1/2/23,2025-05-15 15:17:02,118,Steak Burrito,Mexican,14.95,11.96,26.91
219,221,92,1/2/23,2025-05-15 15:17:02,131,Chicken Parmesan,Italian,17.95,14.36,32.31
220,222,92,1/2/23,2025-05-15 15:17:02,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
221,223,92,1/2/23,2025-05-15 15:17:02,114,Potstickers,Asian,9.0,7.2,16.2
222,224,93,1/2/23,2025-05-15 15:29:31,120,Steak Torta,Mexican,13.95,11.16,25.11
223,225,94,1/2/23,2025-05-15 16:17:16,110,Pork Ramen,Asian,17.95,14.36,32.31
224,226,94,1/2/23,2025-05-15 16:17:16,105,Mac & Cheese,American,7.0,5.6,12.6
225,227,95,1/2/23,2025-05-15 16:18:04,111,California Roll,Asian,11.95,9.56,21.509999999999998
226,228,95,1/2/23,2025-05-15 16:18:04,118,Steak Burrito,Mexican,14.95,11.96,26.91
227,229,96,1/2/23,2025-05-15 16:21:20,111,California Roll,Asian,11.95,9.56,21.509999999999998
228,230,97,1/2/23,2025-05-15 16:45:33,107,Orange Chicken,Asian,16.5,13.2,29.7
229,231,98,1/2/23,2025-05-15 17:18:18,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
230,232,98,1/2/23,2025-05-15 17:18:18,111,California Roll,Asian,11.95,9.56,21.509999999999998
231,233,99,1/2/23,2025-05-15 17:45:42,117,Chicken Burrito,Mexican,12.95,10.36,23.31
232,234,100,1/2/23,2025-05-15 17:46:17,109,Korean Beef Bowl,Asian,17.95,14.36,32.31
233,235,101,1/2/23,2025-05-15 17:51:33,102,Cheeseburger,American,13.95,11.16,25.11
234,236,101,1/2/23,2025-05-15 17:51:33,113,Edamame,Asian,5.0,4.0,9.0
235,237,101,1/2/23,2025-05-15 17:51:33,121,Cheese Quesadillas,Mexican,10.5,8.4,18.9
236,238,101,1/2/23,2025-05-15 17:51:33,122,Chips & Salsa,Mexican,7.0,5.6,12.6
237,239,102,1/2/23,2025-05-15 17:54:04,101,Hamburger,American,12.95,10.36,23.31
238,240,102,1/2/23,2025-05-15 17:54:04,119,Chicken Torta,Mexican,11.95,9.56,21.509999999999998
239,241,103,1/2/23,2025-05-15 18:02:09,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
240,242,104,1/2/23,2025-05-15 18:02:12,101,Hamburger,American,12.95,10.36,23.31
241,243,104,1/2/23,2025-05-15 18:02:12,103,Hot Dog,American,9.0,7.2,16.2
242,244,104,1/2/23,2025-05-15 18:02:12,127,Meat Lasagna,Italian,17.95,14.36,32.31
243,245,104,1/2/23,2025-05-15 18:02:12,132,Eggplant Parmesan,Italian,16.95,13.56,30.509999999999998
244,246,105,1/2/23,2025-05-15 18:12:01,109,Korean Beef Bowl,Asian,17.95,14.36,32.31
245,247,105,1/2/23,2025-05-15 18:12:01,113,Edamame,Asian,5.0,4.0,9.0
246,248,105,1/2/23,2025-05-15 18:12:01,119,Chicken Torta,Mexican,11.95,9.56,21.509999999999998
247,249,106,1/2/23,2025-05-15 18:12:13,129,Mushroom Ravioli,Italian,15.5,12.4,27.9
248,250,106,1/2/23,2025-05-15 18:12:13,122,Chips & Salsa,Mexican,7.0,5.6,12.6
249,251,107,1/2/23,2025-05-15 18:25:09,102,Cheeseburger,American,13.95,11.16,25.11
250,252,107,1/2/23,2025-05-15 18:25:09,117,Chicken Burrito,Mexican,12.95,10.36,23.31
251,253,107,1/2/23,2025-05-15 18:25:09,122,Chips & Salsa,Mexican,7.0,5.6,12.6
252,254,107,1/2/23,2025-05-15 18:25:09,132,Eggplant Parmesan,Italian,16.95,13.56,30.509999999999998
253,255,108,1/2/23,2025-05-15 18:25:25,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
254,256,108,1/2/23,2025-05-15 18:25:25,109,Korean Beef Bowl,Asian,17.95,14.36,32.31
255,257,108,1/2/23,2025-05-15 18:25:25,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
256,258,109,1/2/23,2025-05-15 18:27:50,110,Pork Ramen,Asian,17.95,14.36,32.31
257,259,109,1/2/23,2025-05-15 18:27:50,117,Chicken Burrito,Mexican,12.95,10.36,23.31
258,260,109,1/2/23,2025-05-15 18:27:50,113,Edamame,Asian,5.0,4.0,9.0
259,261,109,1/2/23,2025-05-15 18:27:50,119,Chicken Torta,Mexican,11.95,9.56,21.509999999999998
260,262,110,1/2/23,2025-05-15 18:36:19,107,Orange Chicken,Asian,16.5,13.2,29.7
261,263,110,1/2/23,2025-05-15 18:36:19,111,California Roll,Asian,11.95,9.56,21.509999999999998
262,264,110,1/2/23,2025-05-15 18:36:19,121,Cheese Quesadillas,Mexican,10.5,8.4,18.9
263,265,110,1/2/23,2025-05-15 18:36:19,122,Chips & Salsa,Mexican,7.0,5.6,12.6
264,266,111,1/2/23,2025-05-15 18:38:01,102,Cheeseburger,American,13.95,11.16,25.11
265,267,111,1/2/23,2025-05-15 18:38:01,124,Spaghetti,Italian,14.5,11.6,26.1
266,268,111,1/2/23,2025-05-15 18:38:01,113,Edamame,Asian,5.0,4.0,9.0
267,269,111,1/2/23,2025-05-15 18:38:01,130,Shrimp Scampi,Italian,19.95,15.96,35.91
268,270,112,1/2/23,2025-05-15 18:41:40,113,Edamame,Asian,5.0,4.0,9.0
